"ResponseId","country","hate_definition","hate_definition_cleaned"
"R_3I4bKVDAbDgQMUU","ind","Kisi viprit vichar Wale manushya Ko man karm athva Vachan ke dwara Hani pahunchane ki cheshta अथवा धमकी भरे अंदाज में शब्दों के प्रयोग को एवं शब्दों के ko prayog ko abhadra Bhasha ki shreni mein Rakha ja sakta hai
","An attempt to harm a person with opposing views through action or speech or the use of words in a threatening manner can be classified as obscene language.
"
"R_2TEFl98zGCQMxzk","ind","अभद्र भाषा से अभिप्राय है किसी समूह की संस्कृति, स्वंतंत्रता, जातीय, धार्मिक आधार पर बोले गए ऐसे शब्द जो समूह के मन मस्तिष्क को उत्पीड़ित करते है।","Hate speech means words spoken on the basis of culture, freedom, race or religion of any group which harass the mind of that group."
"R_wXzuKZkYi9UGdnH","ind","गाली देना, असंसदीय भाषा, क्रोध भरी बाते, दूसरे धर्म, जाति, समाज के लोगो के लिए कुछ भी अनर्गल बोलना, आदि","Abuse, unparliamentary language, angry words, saying anything nonsense about people of other religion, caste, society, etc."
"R_2bW2AEwMZmqWBnV","ind","आप अपने शब्दों से अगर किसी का दिल दुखाते हो या अपने शब्दों से किसी अन्य का अपमान करते हो ‌‌आप अपने साथ किसी और को जबरदस्ती थोपना चाहते हो ‌‌या   अगर आपको किसी की भाषा समझ में नहीं आती तो आप अपने आपको उससे दूर कर ले आप उन पर अपने विचार थोप नहीं सकते","If you hurt someone with your words or insult someone with your words, if you want to force yourself on someone else, or if you do not understand someone&#39;s language, then you should distance yourself from them, you cannot impose your views on them."
"R_viWFGrwaOQD2fwB","ind","अभद्र भाषा उन शब्दों को संदर्भित करती है जिनका इरादा किसी विशेष समूह के प्रति घृणा पैदा करना है, वह समूह एक समुदाय, धर्म या जाति हो सकता है। इस भाषण का अर्थ हो भी सकता है और नहीं भी, लेकिन इसके परिणामस्वरूप हिंसा होने की संभावना है।","Hate speech refers to words that are intended to create hatred towards a particular group, be that a community, religion or caste. This speech may or may not be meant to be hurtful, but it has the potential to result in violence."
"R_6gIriFIHITUbvGh","ind","मनोस्थिति पर आधारित है।
सोश्यल सर्वे लोगों को चुतिया बनाने के लिए होते है एक ऐसा मेट्रिक्स जिसमे मनुष्य के स्वतंत्र विचार को प्रदर्शित किया नहीं जा सकता। जो सर्वेयर है उनके विचारों पर ही जक मार के समहत होकर अनिच्छा से भी कुछ ऑप्शन नहीं छोड़ा जा सकता।","It is based on the state of mind. Social surveys are made to fool people, a matrix in which the independent thoughts of a person cannot be shown. By sticking to the thoughts of the surveyor, no option can be left even reluctantly."
"R_3JnhsEq0vPbavoL","ind","गाली, धमकी, हंसी उड़ाना, मजाक, जाती सूचक शब्द, आर्थिक मूल्यांकन और गरीब का मजाक उड़ाना, धार्मिक उन्माद , धर्मांधता, सार्वजनिक बेइज्जती, सरकारी ताकत का गलत फायदा उठाना","Abuse, threats, ridicule, jokes, casteist remarks, economic evaluation and ridicule of the poor, religious fanaticism, bigotry, public humiliation, misuse of government power"
"R_2wn5pTQt2M97xHT","ind","Abhadr bhasha maane is tarah se baatchit karna jiski wajah se samne wale insan ko apmanit mesus ho sath hibunko thes pahunche.","Abhadr language means to talk in such a way due to which the person in front of you feels insulted and reaches the destination."
"R_232CsIFWeq8G4dO","ind","अभद्र भाषा उसे कहा जाता जिसमें गंदे गालियों या ऐसे कथन जो स्वस्थ एवं स्वच्छ  समाज, समुदाय और परिवार में स्वीकार्य नहीं होते।","Hate speech is that which contains dirty abuses or such statements which are not acceptable in a healthy and clean society, community and family."
"R_1BXefIzE6ogESRI","ind","भावना अभद्र होती है भाषा नहीं। कभी कभी हम अपने बच्चों को भी प्यार से अभद्र भाषा इस्तेमाल करते हैं पर भावना नहीं।","Emotions are abusive, not language. Sometimes we use abusive language with our children out of love, but not emotions."
"R_31RtgfFlonpvxVt","ind","ऐसे शब्द जो किसी  के धर्म ,जाति या समाज को अपमानित करता हो या किसी के निजी जीवन को अपमानित करता हो।या किसी समूह पर हिंसा करने को,या उकसाने को अभद्र भाषा कहा जाना चाहिए","Words that insult any religion, caste or society or insult any person&#39;s personal life or incite violence against any group should be called hate speech."
"R_3hDsr9SjVakPgyj","ind","Esi bhansa jisse logo ke dukh pahuche ,
Esi bhansa jisse logo k riwajo galat darshaya jaye
Esi bhansa jisme sirf khud ko sahi or dusro ko galat sabit kiya jaye
Esi bhansa jisme dusre dharm,jati,ko nicha dikhaya jaye","A Bhansa which causes pain to people, a Bhansa in which people&#39;s customs are shown wrong, a Bhansa in which only oneself is proved right and others are proved wrong, a Bhansa in which other religions, castes are shown to be inferior"
"R_2uOF5wU35qF3mR5","ind","
जब हम एक-दूसरे पर नाराज होते हैं तो शब्दों की मर्यादा टूट जाती है। लेकिन सही मायनों में अभद्र भाषा क्या है, इसे समझने के लिए हमें प्रकृति और संस्कृति के बीच का फर्क समझना होगा।

अक्सर जब भी लोग इसका सामना करते हैं तो उन्हें चेताया जाता है। फिर भी, ऐसे रिवाज तो हैं जिनमें आप देवता को अपशब्द कह सकते हैं। इसे निंदा-स्तुति कहा जाता है।

आप जितनी कडी निंदा करना चाहते हैं उतने घृणित शब्दों का प्रयोग करते हैं। इस अभ्यास का तार्किक उद्देश्य भाव-विरेचन है। अपने शरीर से नकारात्मक ऊर्जा को बाहर निकालना। ईश्वर इस तरह की निंदा स्वीकार कर लेते हैं। मनोवैज्ञानिक रूप से देखा जाए तो यह सुरक्षा वॉल्व है।","
When we are angry at each other, words are out of bounds. But to understand what hate speech really is, we need to understand the difference between nature and culture. Usually, when people encounter it, they are warned. Still, there are rituals where you can abuse a deity. This is called ninda-stuti. You use as many hateful words as you want to abuse. The logical purpose of this practice is catharsis. To release negative energy from your body. The deity accepts this kind of abuse. Psychologically, it is a safety valve."
"R_12hUI9HVydtT5WE","ind","किसी व्यक्ति, समाज और राष्ट्र का अपमान करने वाली बातेँ कहते हुए ये सोचना चाहिए कि आपको भी वैसा ही जवाब मिलेगा.","While saying things that insult any person, society or nation, you should think that you will get the same response."
"R_1NqY8fcwLkG05Dw","ind","अभद्र भाषा किसी विचार की अभिव्यक्ति में उन शब्दों के प्रयोग का होना है जिसे समाज उचित न समझता हो या उस व्यक्ति को भी उचित न लगे जिसे उस मुद्दे से कोई सरोकार न हो।","Hate speech is the use of words to express an idea that may not be considered appropriate by society or even by a person who is not concerned with the issue."
"R_3PXYEA4Xmg82azW","ind","जब हमारी बातों से किसी भी व्यक्ति, संस्था,समाज के लोगो को ठेस पहुंचाता है तो वही अभद्र भाषा है इसलिए ऐसा नहीं करना चाहिए","When our words hurt any person, organization or society, then it is abusive language, so we should not do this."
"R_Ajl1qXF4RDMuYWl","ind","गाली , जातिगत भेदभाव , देश के प्रति घृणित टिप्पणी , महिला के प्रति अपमानजनक टिप्पणी , बुजुर्गों का अपमान , किसी भी व्यक्ति पर अपमानजनक टिप्पणी,,,","Abuse, caste discrimination, hateful comments against the country, derogatory comments against women, insult to elders, derogatory comments on any person,,,"
"R_2wFSgEmlQ1oTef8","ind","Kisi vyakti ke liye gali ka prayog Karna ya FIR kisi bhi neta ke liye abhadra Bhasha ka prayog Karna kuchh aise shabdon ka prayog karna jo samaj ke bich mein galat samjha jata Ho ko abhadra Bhasha kahate Hain","Using abusive language for any person or filing an FIR against any leader, using such words which are considered wrong in the society is called obscene language"
"R_UxOY9giVlrvgv97","ind","अभद्र भासा जेसेकि भगवान को गाली,घर के सदस्यों को गाली डेथ थ्रेट्स,और लिब्रल बातें अभद्र भासा की श्रेणी में आते है","Abusive language such as abuse against God, abuse against family members, death threats, and liberal remarks come under the category of abusive language."
"R_yBCi5KQ38OE4tih","ind","उन शब्दों की समाजिक मान्यता न हो ऐसे शब्द अभद्र भाषा कहलाते हैं या उन शब्दो का प्रयोग आपके लिए किया जाय तो आप कैसा महसूस करते हैं इस पर भी निर्भर करता है हो सकता है यही आपका संस्कार हो।","If those words do not have social acceptance, such words are called abusive language or if those words are used for you then how you feel depends on it, maybe this is your sanskar."
"R_2WGavMK28aallU2","ind","Kisi bhi vyaktivishesh ya jati ya dharm ya ling ya kisi bhi samuh ko man par ya unki bhavna ko thes pahochne vale shabd ko ya vaky ya ese vicharo ko prakat karna ya gali galoch karna abhadra bhasha kahlati hai...","Expressing such thoughts or saying such words or sayings which offend the mind of any personality or caste or religion or gender or any group or which reach their feelings is called obscene language..."
"R_22KCLv4QVXIc9LH","ind","किसी भी सार्वजनिक मीडिया प्लेटफॉर्म पर किसी को अपमानित करने के लिए प्रयोग किये गए शब्द और अपशब्द ही अभद्र भाषा है","Hate speech is any word or abusive language used to insult someone on any public media platform"
"R_3NVZBHwUwzqjmXH","ind","जो तथ्यों से परे है व‌ अपनी बात दूसरों पर जबरदस्ती थोपने की परिवर्ति रखती है। या सीधे सीधे धमकाती है।","Which is beyond facts and tries to force its views on others. Or directly threatens."
"R_1LqDgpzG2lXLpVr","ind","किसी भी व्यक्ति को सोशल मीडिया पर गाली- गलोच करना। किसी भी समुदाय को लेकर भड़काऊ भाषण देना जिससे हिंसा को बढ़ावा मिले। अल्पसंख्यक को कढ़घरें में खड़ा कर प्रोपेगेंडा चलाना। जिससे की देश के लोगों में अशांति फैले और धार्मिक अराजकता को फैलाना भी अभद्र व्यवहार में आता है।","Abusing any person on social media. Giving provocative speeches against any community which encourage violence. Running propaganda by putting minorities in the dock. Spreading unrest among the people of the country and spreading religious anarchy also comes under indecent behavior."
"R_1DI5CDnd4qWn6Zk","ind","जो किसी की मां बहन को धमकी देने मारने की बात करता हो देख लेने की बात करता हो मन में प्रताड़ित की भावना रखते हुए कोई भी ऐसे अश्लील शब्द कहे अमान्य हो और जो दूसरे के धर्म को नीचा दिखाता हो","Anyone who threatens to kill someone&#39;s mother or sister, talks about taking revenge, says any such obscene words with a feeling of oppression in his mind and who degrades the religion of others is unacceptable."
"R_3iseOmHwbronMyU","ind","मेरी राय में जिस भाषा के कारण कोई अनावश्यक तौर पर व्यग्तिगत रूप से अपमानित महसूस करे तो यह अभद्रता कहलाती है।","In my opinion, any language which makes someone feel unnecessarily insulted personally, is called indecency."
"R_C4tyGYWppMMR6OR","ind","जातिगत टिप्पणी करना किसी के साथ गाली गलौज करना है अभद्र भाषा की श्रेणी में आते हैं किसी को नीचा दिखाना उसको लेकर लेकर बर्ताव करना उन्हें बुरा भला कहना यह दुर्वासा के समय नहीं होता है","Making caste based remarks or abusing someone comes under the category of abusive language. Humiliating someone, behaving badly with them, saying bad things about them, all this does not happen during Durvasa&#39;s time."
"R_3g1vpmu109pKUBv","ind","अभद्र भाषा व्यक्तिगत गलत कॉमेंट देश के लिए गलत कॉमेंट पारिवारिक कॉमेंट जो भी कॉमेंट देश व्यक्तिगत संगठनात्मक गलत किए गए हो अभद्रता कहे जाते है।","Hate language, personal wrong comment, wrong comment for the country, family comment, any comment which is wrong for the country, personal or organizational is called obscenity."
"R_pcPK2OYNZC1sbFT","ind","Jo bhasha ashlil aur abusive ho.Gaali ki category me ho wo abhadra hai.Jiska prayog parivar ke saamne na kiya ja sake aur jo kisi ko daraane wali na ho.Aisi bhasha honi chahiye.Kisi community aur religious sentiments hurt karne bhasha abhadra hai.","The language which is obscene and abusive, which falls in the category of abuses, is obscene. It cannot be used in front of the family and which should not scare anyone. Such should be the language. The language which hurts any community or religious sentiments is obscene."
"R_1QEruLLiUzNURck","ind","तत्थहीन असंसदीय बातें बिलकुल होनी ही नहीं चाहिए गाली गलौज के बगैर, मर्यादित तरीके से अपनी बात शांति पूर्वक रखनी चाहिए।","There should be no baseless unparliamentary talk at all. One should express his views peacefully and in a dignified manner, without using abusive language."
"R_2SdWXn5bu14yUs8","ind","Language that is explicitly designed to cause actual harm, for example, encouraging self-harm or encouraging or instructing others to harm the person in question, or language that causes harm by trying to denigrate a person based on their perceived group identity.","Language that is explicitly designed to cause actual harm, for example, encouraging self-harm or encouraging or instructing others to harm the person in question, or language that causes harm by trying to denigrate a person based on their perceived group identity."
"R_1eFgfJ0ussEZJ3x","ind","अभद्र भाषा वह होती है जिसमे कोई व्यक्ति किसी के परिवार और संबंधो को गलत कहना और गली देना और जाना से मरने धमकी देना","Hate speech is that in which a person abuses and speaks ill of someone&#39;s family and relations and threatens to kill him."
"R_1dujeUmZqu7C1Ls","ind","  Jis bhasa me aap ghar pe, bachcho se baat kare wo sahi hai. Gaali dena , personal ya identity ko lekar comment abhadr hai.","  The language in which you talk to children at home is correct. Abuse, personal or identity-related comments are indecent."
"R_cGdNwxKiGWss99f","ind","अशिष्ट भाषा अपमानजनक भाषा है। यह एक मानसिक हिंसा है। इसलिए अभद्र है। विचार अभिव्यक्ति में भाषा विन्यास बहुत महत्वपूर्ण है।भाषा में अशिष्ट भाव को दूषित करती है।","Vulgar language is an insulting language. It is a form of mental violence. Hence it is indecent. Language structure is very important in expressing thoughts. Vulgar language contaminates the sentiments."
"R_12onBeoQpSwI6Gy","ind","Gali galoch krna, dhamakaana, jativadi yaa religious comment krna, ek dusre ko jahiri torr pr nicha dikhane ki koshish krna.","Abusing, threatening, making casteist or religious comments, trying to belittle one another publicly."
"R_2THu3B1lXP0jQpK","ind","ऐसी भाषा जिससे सुनने या पढ़ने वाले व्यक्ति के मन को आहत पहुँचे
ऐसे शब्द जिन्हे पढ़ने में भी शर्म महसूस हो 
","Such language which hurts the feelings of the person who hears or reads it; such words which one feels ashamed even to read 
"
"R_tFmoZqrJTWjLyWR","ind","अभद्र भाषा वहा है जिसमे किसी भी व्यक्ति को धार्मिक जातिगतरूप से चिन्हित कर उस पर व्यक्तिगत टिप्पणी की जाती है।","Hate speech is when any person is identified on religious or caste basis and personal comments are made on him/her."
"R_2rOew5V90g9cXpK","ind","किसी व्यक्ति को गाली दे कर उसके लिए या उसके परिवार के बारे किसी भी तरह की आपत्ति जनक बात बोलना अभद्र भाषा में देख सकते है या बोल सकते है । गुस्से में कहे गए शब्द अमूमन अभद्र हो जाते है ।
","Abusing a person and saying something objectionable about him or his family can be seen or spoken in abusive language. Words spoken in anger are usually abusive.
"
"R_3k0URxe5NHjWu5M","ind","अभद्र भाषा वह है जो हम अपने खास या विशिष्ट लोगों के सामने ना कह सके! या वही भाषा कोई हमे कहे तब हम लोगों को वो बात बुरी लगे!
अभद्र भाषा की कई परिभाषा है, एक आम व्यक्ति वही आपत्तिनजक भाषा रोज सुनता है जबकि वही भाषा किसी vip के employee को भी बुरा लगता है!","Obscene language is that which we cannot say in front of our special or special people! Or if someone says the same language to us then we feel bad about it! There are many definitions of obscene language, a common man hears the same objectionable language every day while the same language is also felt bad by the employee of a VIP!"
"R_3Eo7chNLfCsPrQR","ind","Woh bhasha jo saamnewaale ko sharminda ya krodhit kare
Uske sanskaron aur wyatitva ko thhes pahunchaye","That language which embarrasses or offends the audience and brings disrepute to their culture and behaviour"
"R_vCclrXsr4mHG3T3","ind","अभद्र भाषा, ऐसे शब्द जो किसी व्यक्ति को मानसिक रूप से क्षति पहुंचाते हो, 
गाली बकना, धर्म के आधार पर, जाति के आधार पर नीचा दिखाना, अपशब्द कहना,
धमकी देना आदि।","Abusive language, words that harm a person mentally, abuse, insulting on the basis of religion or caste, using foul language, threatening, etc."
"R_SCyViENHrefzEat","ind","'अभद्र भाषा ' हम उसे कहेगे जो बात बात पर अपशब्द का प्रयोग करे, और साथ ही साथ अपना गुस्सा को खत्म करने के लिए अधिकतर लोग माता-बहन शब्दों प्रयोग मै लाकर की दुसरो से बात करते है। जब तक सामने वाला व्यक्ति पॉइंट करके अपशब्द की भाषा का प्रयोग न करे।","We call it &#39;abusive language&#39; when someone uses abusive language on every small thing, and at the same time, to vent out their anger, most people talk to others using abusive words like mother and sister. Unless the other person points out and uses abusive language."
"R_1imSavu0QcNJF3N","ind","ऐसी भाषा जो किसी भी व्यक्ति को चाहे वह किसी भी मत या धर्म को मानता हो, उसे आहत करे। केवल मैं ही सही हूँ ये मानकर नहीं चलना चाहिए।","Such language which hurts any person irrespective of his faith or religion. One should not believe that only I am right."
"R_29tuZqJGpXQbK4L","ind","Anything which is something out of practice, obscene vulgar or diminishes the social, religious, democratic image of the society","Anything which is something out of practice, obscene vulgar or diminishes the social, religious, democratic image of the society"
"R_3nxyByKwmeLQG2g","ind","अभद्र भाषा वह है जो किसी भी व्यक्ति विशेष की गरिमा, जाति और व्यक्ति विशेष पर नकारात्मक टिप्पणी कर उसे अपमानित कर ठेस पहुंचाई जाए अभद्र भाषा कहलाती है ।","Hate speech is that which insults and hurts the dignity, caste or any particular person by making negative comments on him/her. It is called hate speech."
"R_sXqmXeZ6zl6M9GN","ind","वह भाषा जो हमारी गरिमा और सम्मान के लिए सही न हो । और किसी के मन को दुख पहुंचाए वह अभद्र भाषा होती है ।","The language which is not appropriate for our dignity and respect and which hurts someone&#39;s feelings is abusive language."
